Fatura No;TARIH;STOK ADI;SATIS ADEDI;FIYAT;Kasiyer
F92342;03.08.2024;San Sebastian;8;134.01;Mehmet
F79476;21.08.2024;San Sebastian;24;115.61;Zeynep
F29528;03.08.2024;Brownie;4;158.46;Ayşe
F95705;24.08.2024;Brownie;2;129.57;Ayşe
F22281;15.08.2024;Brownie;6;137.97;Zeynep
F99001;16.08.2024;Brownie;3;165.67;Mehmet
F11161;21.08.2024;Brownie;7;152.29;Mehmet
F36712;17.08.2024;Brownie;9;162.71;Mehmet
F63218;21.08.2024;Brownie;5;100.72;Mehmet
F84193;23.08.2024;Brownie;8;103.74;Mehmet
F37920;12.08.2024;Brownie;6;142.4;Mehmet
F97309;08.08.2024;Brownie;5;46.71;Mehmet
F38782;07.08.2024;Brownie;6;119.08;Ayşe
F99707;24.08.2024;Brownie;6;169.36;Zeynep
F74329;19.08.2024;Brownie;3;130.67;Zeynep
F31189;03.08.2024;Brownie;6;74.63;Ayşe
F76113;17.08.2024;Brownie;6;132.16;Zeynep
F83339;27.08.2024;Brownie;8;90.41;Mehmet
F61633;04.08.2024;Brownie;8;46.28;Zeynep
F71539;17.08.2024;Brownie;7;112.36;Zeynep
F96442;21.08.2024;Brownie;8;88.09;Zeynep
F19245;13.08.2024;Brownie;6;121.21;Mehmet
F72261;10.08.2024;Brownie;9;46.22;Zeynep
F12381;10.08.2024;Brownie;3;118.66;Zeynep
F22657;08.08.2024;Brownie;2;152.69;Ayşe
F20471;22.08.2024;Brownie;6;131.98;Mehmet
F83715;10.09.2024;Türk Kahvesi 100g;50;68.98;Mehmet
F94828;17.09.2024;Türk Kahvesi 100g;44;55.41;Mehmet
F73402;09.09.2024;Türk Kahvesi 100g;17;133.35;Mehmet
F62145;17.09.2024;Türk Kahvesi 100g;34;60.46;Mehmet
F41919;26.09.2024;Türk Kahvesi 100g;32;52.73;Zeynep
F18132;11.09.2024;Türk Kahvesi 100g;12;111.79;Zeynep
F63341;04.09.2024;Türk Kahvesi 100g;34;58.77;Zeynep
F90276;01.09.2024;Türk Kahvesi 100g;12;107.3;Ayşe
F64425;12.09.2024;Türk Kahvesi 100g;15;96.38;Ayşe
F92575;28.09.2024;Türk Kahvesi 100g;34;182.92;Ayşe
F57160;23.09.2024;Türk Kahvesi 100g;23;176.52;Zeynep
F97851;05.09.2024;Türk Kahvesi 100g;38;93.57;Mehmet
F98911;18.09.2024;Türk Kahvesi 100g;28;87.32;Mehmet
F39056;28.09.2024;Türk Kahvesi 100g;26;47.06;Mehmet
F25001;07.09.2024;Türk Kahvesi 100g;30;74.1;Ayşe
F67390;04.09.2024;Türk Kahvesi 100g;35;142.01;Mehmet
F94433;02.09.2024;Türk Kahvesi 100g;26;102.16;Ayşe
F44547;03.09.2024;Türk Kahvesi 100g;33;162.67;Mehmet
F28320;11.09.2024;Filtre Kahve 250g;22;135.3;Zeynep
F43318;11.09.2024;Filtre Kahve 250g;1;138.93;Mehmet
F51876;07.09.2024;Filtre Kahve 250g;14;75.67;Ayşe
F73340;21.09.2024;Filtre Kahve 250g;15;151.5;Zeynep
F39290;17.09.2024;Filtre Kahve 250g;12;67.17;Mehmet
F41221;28.09.2024;Filtre Kahve 250g;10;68.04;Zeynep
F37213;04.09.2024;Filtre Kahve 250g;20;157.16;Ayşe
F82937;08.09.2024;Filtre Kahve 250g;12;45.74;Ayşe
F67149;24.09.2024;Filtre Kahve 250g;11;95.34;Ayşe
F53388;09.09.2024;Filtre Kahve 250g;27;58.84;Zeynep
F91601;12.09.2024;Filtre Kahve 250g;16;120.36;Zeynep
F68261;12.09.2024;Filtre Kahve 250g;2;187.19;Mehmet
F56105;19.09.2024;Filtre Kahve 250g;14;169.29;Zeynep
F25273;15.09.2024;Filtre Kahve 250g;13;82.44;Mehmet
F71441;05.09.2024;Sıcak Çikolata;47;184.96;Ayşe
F81615;15.09.2024;Sıcak Çikolata;42;108.71;Zeynep
F22448;07.09.2024;Sıcak Çikolata;23;162.32;Zeynep
F85790;15.09.2024;Sıcak Çikolata;22;69.33;Mehmet
F14841;01.09.2024;Sıcak Çikolata;29;137.04;Ayşe
F44642;08.09.2024;Sıcak Çikolata;34;170.14;Mehmet
F54021;17.09.2024;Sıcak Çikolata;25;137.8;Ayşe
F54480;05.09.2024;Sıcak Çikolata;15;183.53;Mehmet
F57856;23.09.2024;Sıcak Çikolata;32;152.29;Mehmet
F38713;09.09.2024;Sıcak Çikolata;34;68.58;Mehmet
F95954;21.09.2024;Sıcak Çikolata;27;93.99;Mehmet
F56817;15.09.2024;Sıcak Çikolata;20;127.14;Mehmet
F53625;01.09.2024;Sıcak Çikolata;18;50.9;Ayşe
F16483;26.09.2024;Sıcak Çikolata;34;76.03;Mehmet
F97665;28.09.2024;Sıcak Çikolata;22;164.39;Mehmet
F43791;25.09.2024;Sıcak Çikolata;41;141.13;Ayşe
F87641;27.09.2024;Yeşil Çay;10;95.52;Mehmet
F21444;12.09.2024;Yeşil Çay;1;119.17;Zeynep
F39136;18.09.2024;Yeşil Çay;9;141.66;Mehmet
F49593;22.09.2024;Yeşil Çay;16;165.84;Mehmet
F72556;08.09.2024;Yeşil Çay;16;56.44;Mehmet
F92263;01.09.2024;Yeşil Çay;15;115.73;Mehmet
F29614;25.09.2024;Yeşil Çay;4;115.67;Mehmet
F37224;07.09.2024;Yeşil Çay;17;160.44;Zeynep
F11926;25.09.2024;Yeşil Çay;8;178.22;Zeynep
F27644;10.09.2024;Yeşil Çay;16;88.06;Zeynep
F54830;27.09.2024;Yeşil Çay;14;107.71;Mehmet
F89887;03.09.2024;Yeşil Çay;6;139.22;Zeynep
F55771;20.09.2024;Yeşil Çay;11;111.72;Mehmet
F74627;05.09.2024;Yeşil Çay;10;146.31;Ayşe
F28864;14.09.2024;Yeşil Çay;17;72.29;Zeynep
F23216;08.09.2024;Yeşil Çay;14;130.49;Ayşe
F80506;05.09.2024;Yeşil Çay;6;65.42;Mehmet
F69177;18.09.2024;Yeşil Çay;15;159.51;Zeynep
F41585;19.09.2024;Yeşil Çay;6;114.68;Mehmet
F68466;06.09.2024;Yeşil Çay;13;127.79;Zeynep
F30051;15.09.2024;Yeşil Çay;6;142.02;Ayşe
F64134;18.09.2024;Yeşil Çay;12;117.79;Zeynep
F72698;15.09.2024;Yeşil Çay;12;53.2;Mehmet
F78697;19.09.2024;Yeşil Çay;13;186.0;Mehmet
F35861;08.09.2024;Sahlep;16;85.16;Mehmet
F82901;12.09.2024;Sahlep;17;77.64;Ayşe
F37845;27.09.2024;Sahlep;26;127.75;Mehmet
F56540;10.09.2024;Sahlep;20;84.3;Ayşe
F10812;02.09.2024;Sahlep;32;127.45;Ayşe
F41207;08.09.2024;Sahlep;1;82.61;Ayşe
F81082;06.09.2024;Sahlep;26;134.9;Mehmet
F80875;28.09.2024;Sahlep;17;182.11;Mehmet
F76473;19.09.2024;Sahlep;1;84.47;Ayşe
F49636;27.09.2024;Sahlep;20;51.39;Mehmet
F11171;03.09.2024;Sahlep;14;48.54;Ayşe
F41726;08.09.2024;Sahlep;4;140.62;Zeynep
F33308;12.09.2024;Sahlep;16;55.63;Ayşe
F39583;07.09.2024;Sahlep;14;165.7;Ayşe
F94846;19.09.2024;Sahlep;16;105.23;Zeynep
F16586;17.09.2024;Sahlep;33;72.65;Zeynep
F12806;26.09.2024;Limonata 1L;12;175.71;Ayşe
F46095;28.09.2024;Limonata 1L;24;67.39;Mehmet
F67263;21.09.2024;Limonata 1L;20;165.79;Mehmet
F81824;13.09.2024;Limonata 1L;8;129.14;Mehmet
F51348;11.09.2024;Limonata 1L;23;75.78;Ayşe
F60961;21.09.2024;Limonata 1L;30;179.02;Ayşe
F34847;28.09.2024;Limonata 1L;32;186.15;Ayşe
F32529;18.09.2024;Limonata 1L;34;151.56;Zeynep
F51279;11.09.2024;Limonata 1L;26;183.65;Zeynep
F25530;10.09.2024;Limonata 1L;31;105.34;Mehmet
F11286;06.09.2024;Limonata 1L;29;117.42;Mehmet
F64245;17.09.2024;Limonata 1L;18;126.7;Mehmet
F20472;24.09.2024;Limonata 1L;6;87.1;Zeynep
F71877;04.09.2024;Limonata 1L;34;56.02;Zeynep
F20566;03.09.2024;Limonata 1L;30;138.56;Mehmet
F22294;11.09.2024;Limonata 1L;9;85.01;Mehmet
F87962;21.09.2024;Limonata 1L;16;184.38;Mehmet
F37637;08.09.2024;Limonata 1L;14;65.55;Ayşe
F82248;08.09.2024;Limonata 1L;22;132.68;Ayşe
F84877;12.09.2024;Limonata 1L;15;186.14;Zeynep
F86351;21.09.2024;Limonata 1L;13;50.51;Mehmet
F41336;18.09.2024;Limonata 1L;16;127.31;Zeynep
F68436;27.09.2024;Ihlamur;1;80.93;Ayşe
F43570;05.09.2024;Ihlamur;1;163.75;Ayşe
F51606;19.09.2024;Ihlamur;1;128.07;Zeynep
F87575;04.09.2024;Ihlamur;1;157.57;Mehmet
F45385;12.09.2024;Ihlamur;1;160.59;Zeynep
F36668;14.09.2024;Ihlamur;1;168.81;Zeynep
F47228;13.09.2024;Ihlamur;1;136.85;Mehmet
F15223;09.09.2024;Ihlamur;1;132.33;Mehmet
F70707;04.09.2024;Ihlamur;1;144.16;Mehmet
F60737;03.09.2024;Ihlamur;1;47.47;Ayşe
F56036;14.09.2024;Ihlamur;1;104.63;Ayşe
F71909;09.09.2024;Ihlamur;1;117.78;Mehmet
F92716;05.09.2024;Ihlamur;1;109.04;Zeynep
F21671;25.09.2024;Ihlamur;1;76.23;Mehmet
F18175;09.09.2024;Ihlamur;1;156.95;Ayşe
F98542;16.09.2024;Ihlamur;1;108.25;Zeynep
F39111;04.09.2024;Ihlamur;1;176.07;Zeynep
F23241;07.09.2024;Ihlamur;1;45.71;Mehmet
F45173;15.09.2024;Ihlamur;1;157.03;Mehmet
F53284;23.09.2024;Ihlamur;1;46.25;Mehmet
F76174;07.09.2024;Cheesecake Dilim;18;81.79;Zeynep
F54960;24.09.2024;Cheesecake Dilim;22;94.26;Ayşe
F83064;20.09.2024;Cheesecake Dilim;17;176.04;Zeynep
F47784;07.09.2024;Cheesecake Dilim;16;142.12;Ayşe
F40074;14.09.2024;Cheesecake Dilim;15;187.3;Mehmet
F79012;24.09.2024;Cheesecake Dilim;22;58.35;Ayşe
F10294;04.09.2024;Cheesecake Dilim;40;98.31;Zeynep
F94819;05.09.2024;Cheesecake Dilim;36;98.65;Ayşe
F92778;12.09.2024;Cheesecake Dilim;22;188.52;Zeynep
F68392;27.09.2024;Cheesecake Dilim;7;160.15;Ayşe
F43283;26.09.2024;Cheesecake Dilim;14;179.13;Mehmet
F97761;13.09.2024;Cheesecake Dilim;10;114.39;Mehmet
F64271;02.09.2024;Cheesecake Dilim;14;126.16;Zeynep
F82990;03.09.2024;Cheesecake Dilim;16;98.53;Mehmet
F95660;26.09.2024;Cheesecake Dilim;20;117.45;Mehmet
F39425;17.09.2024;Cheesecake Dilim;31;155.29;Mehmet
F51358;06.09.2024;Cheesecake Dilim;34;67.97;Zeynep
F20249;21.09.2024;Cheesecake Dilim;31;95.75;Ayşe
F47447;09.09.2024;Cheesecake Dilim;30;164.98;Ayşe
F75178;25.09.2024;Cheesecake Dilim;14;157.37;Zeynep
F37976;27.09.2024;Cheesecake Dilim;17;131.49;Ayşe
F44962;14.09.2024;Cheesecake Dilim;21;52.3;Mehmet
F54666;10.09.2024;Cheesecake Dilim;22;156.38;Zeynep
F99732;10.09.2024;San Sebastian;40;72.5;Ayşe
F93549;26.09.2024;San Sebastian;14;64.39;Ayşe
F13903;08.09.2024;San Sebastian;13;72.84;Zeynep
F44791;17.09.2024;San Sebastian;15;167.37;Ayşe
F86193;18.09.2024;San Sebastian;24;189.97;Ayşe
F36932;15.09.2024;San Sebastian;23;184.48;Ayşe
F74507;04.09.2024;San Sebastian;21;126.34;Zeynep
F94649;22.09.2024;San Sebastian;45;65.63;Ayşe
F24456;19.09.2024;San Sebastian;24;147.59;Ayşe
F36495;06.09.2024;San Sebastian;27;68.23;Mehmet
F27511;27.09.2024;San Sebastian;18;126.63;Zeynep
F62537;18.09.2024;San Sebastian;40;168.02;Mehmet
F34809;26.09.2024;San Sebastian;10;79.52;Zeynep
F71056;24.09.2024;San Sebastian;29;99.88;Mehmet
F77389;13.09.2024;San Sebastian;22;157.74;Ayşe
F72782;27.09.2024;San Sebastian;2;91.15;Ayşe
F77025;01.09.2024;San Sebastian;32;168.07;Zeynep
F70265;27.09.2024;San Sebastian;33;67.71;Mehmet
F56626;19.09.2024;San Sebastian;25;79.99;Mehmet
F90908;16.09.2024;San Sebastian;35;46.45;Ayşe
F81081;28.09.2024;San Sebastian;12;162.47;Ayşe
F89733;15.09.2024;San Sebastian;6;117.95;Ayşe
F56132;22.09.2024;San Sebastian;23;138.93;Ayşe
F88576;04.09.2024;Brownie;6;188.36;Ayşe
F81249;23.09.2024;Brownie;11;188.59;Zeynep
F17394;21.09.2024;Brownie;5;127.93;Zeynep
F13521;05.09.2024;Brownie;3;84.64;Mehmet
F59825;01.09.2024;Brownie;11;91.58;Mehmet
F25401;19.09.2024;Brownie;3;80.66;Ayşe
F98434;27.09.2024;Brownie;4;80.47;Ayşe
F90994;28.09.2024;Brownie;8;178.48;Mehmet
F54261;12.09.2024;Brownie;17;67.98;Mehmet
F95664;25.09.2024;Brownie;5;171.77;Zeynep
F88081;06.09.2024;Brownie;10;154.48;Mehmet
F70327;23.09.2024;Brownie;9;187.57;Ayşe
F72327;20.09.2024;Brownie;6;96.12;Zeynep
F85252;01.09.2024;Brownie;5;177.69;Mehmet
F74291;06.09.2024;Brownie;1;156.3;Mehmet
F55895;06.09.2024;Brownie;8;128.29;Mehmet
F33712;27.09.2024;Brownie;10;67.93;Mehmet
F67680;05.09.2024;Brownie;6;53.46;Ayşe
F74436;13.09.2024;Brownie;4;153.2;Mehmet
F10736;12.09.2024;Brownie;9;106.83;Mehmet
F14511;22.09.2024;Brownie;8;101.0;Ayşe
F91360;08.09.2024;Brownie;14;124.36;Mehmet
F11190;03.09.2024;Brownie;11;72.99;Zeynep
F33198;09.09.2024;Brownie;9;183.19;Mehmet
F70264;22.09.2024;Brownie;9;68.0;Ayşe
F48560;16.10.2024;Türk Kahvesi 100g;44;128.82;Ayşe
F69777;11.10.2024;Türk Kahvesi 100g;55;50.68;Ayşe
F79200;28.10.2024;Türk Kahvesi 100g;23;101.14;Zeynep
F56868;21.10.2024;Türk Kahvesi 100g;24;64.54;Mehmet
F73650;03.10.2024;Türk Kahvesi 100g;37;154.77;Zeynep
F78949;06.10.2024;Türk Kahvesi 100g;36;149.44;Zeynep
F31664;27.10.2024;Türk Kahvesi 100g;21;120.25;Zeynep
F46780;19.10.2024;Türk Kahvesi 100g;1;123.41;Mehmet
F12388;22.10.2024;Türk Kahvesi 100g;25;103.73;Mehmet
F29177;12.10.2024;Türk Kahvesi 100g;16;180.62;Zeynep
F46227;03.10.2024;Türk Kahvesi 100g;42;55.57;Ayşe
F96500;03.10.2024;Türk Kahvesi 100g;23;93.79;Mehmet
F87429;19.10.2024;Türk Kahvesi 100g;21;189.14;Ayşe
F68965;21.10.2024;Türk Kahvesi 100g;45;114.98;Zeynep
F78220;10.10.2024;Türk Kahvesi 100g;35;113.91;Mehmet
F60209;03.10.2024;Filtre Kahve 250g;18;150.55;Mehmet
F95756;26.10.2024;Filtre Kahve 250g;3;90.45;Ayşe
F32441;11.10.2024;Filtre Kahve 250g;15;71.55;Ayşe
F16770;22.10.2024;Filtre Kahve 250g;10;79.71;Mehmet
F94707;15.10.2024;Filtre Kahve 250g;9;116.13;Zeynep
F81215;21.10.2024;Filtre Kahve 250g;12;66.98;Ayşe
F35553;25.10.2024;Filtre Kahve 250g;6;116.56;Mehmet
F94036;12.10.2024;Filtre Kahve 250g;7;91.45;Mehmet
F70934;23.10.2024;Filtre Kahve 250g;15;116.2;Mehmet
F43165;25.10.2024;Filtre Kahve 250g;8;164.27;Ayşe
F57277;07.10.2024;Filtre Kahve 250g;7;71.01;Zeynep
F15208;06.10.2024;Filtre Kahve 250g;10;81.32;Mehmet
F21723;20.10.2024;Filtre Kahve 250g;6;149.12;Zeynep
F66240;28.10.2024;Filtre Kahve 250g;8;188.53;Ayşe
F90447;21.10.2024;Filtre Kahve 250g;12;79.23;Zeynep
F37153;18.10.2024;Filtre Kahve 250g;6;48.3;Zeynep
F91842;03.10.2024;Filtre Kahve 250g;13;111.94;Mehmet
F20461;09.10.2024;Filtre Kahve 250g;13;102.19;Ayşe
F91175;15.10.2024;Filtre Kahve 250g;15;165.2;Zeynep
F79238;09.10.2024;Filtre Kahve 250g;16;77.52;Zeynep
F99906;20.10.2024;Filtre Kahve 250g;12;168.04;Zeynep
F10203;01.10.2024;Filtre Kahve 250g;12;62.9;Ayşe
F98142;26.10.2024;Filtre Kahve 250g;16;141.31;Ayşe
F46017;20.10.2024;Filtre Kahve 250g;3;159.64;Ayşe
F61007;19.10.2024;Sıcak Çikolata;33;90.46;Ayşe
F53050;07.10.2024;Sıcak Çikolata;27;132.34;Zeynep
F49227;02.10.2024;Sıcak Çikolata;8;77.47;Mehmet
F80184;05.10.2024;Sıcak Çikolata;11;133.82;Mehmet
F49535;18.10.2024;Sıcak Çikolata;12;70.4;Zeynep
F59822;10.10.2024;Sıcak Çikolata;49;148.7;Mehmet
F66311;10.10.2024;Sıcak Çikolata;21;96.88;Zeynep
F92476;18.10.2024;Sıcak Çikolata;28;117.86;Ayşe
F60283;01.10.2024;Sıcak Çikolata;9;49.45;Ayşe
F10542;26.10.2024;Sıcak Çikolata;30;144.1;Zeynep
F24339;02.10.2024;Sıcak Çikolata;4;112.71;Ayşe
F99274;15.10.2024;Sıcak Çikolata;26;71.95;Zeynep
F17200;09.10.2024;Sıcak Çikolata;29;77.29;Zeynep
F21456;07.10.2024;Sıcak Çikolata;27;177.17;Zeynep
F84729;03.10.2024;Sıcak Çikolata;34;99.42;Mehmet
F54309;26.10.2024;Sıcak Çikolata;16;136.33;Mehmet
F69931;21.10.2024;Yeşil Çay;5;80.3;Ayşe
F60853;12.10.2024;Yeşil Çay;12;55.73;Mehmet
F35210;19.10.2024;Yeşil Çay;6;116.41;Zeynep
F94923;22.10.2024;Yeşil Çay;14;176.71;Mehmet
F49146;24.10.2024;Yeşil Çay;10;127.06;Mehmet
F79258;10.10.2024;Yeşil Çay;14;93.22;Zeynep
F90530;22.10.2024;Yeşil Çay;12;149.74;Ayşe
F71319;19.10.2024;Yeşil Çay;15;133.58;Mehmet
F11195;07.10.2024;Yeşil Çay;4;135.49;Ayşe
F37724;11.10.2024;Yeşil Çay;8;171.08;Mehmet
F11895;09.10.2024;Yeşil Çay;5;101.38;Zeynep
F37440;11.10.2024;Yeşil Çay;12;79.1;Ayşe
F73380;17.10.2024;Sahlep;13;78.71;Mehmet
F97876;24.10.2024;Sahlep;9;108.05;Mehmet
F96175;03.10.2024;Sahlep;36;158.07;Ayşe
F28835;25.10.2024;Sahlep;25;72.11;Ayşe
F87605;02.10.2024;Sahlep;30;50.48;Zeynep
F32206;09.10.2024;Sahlep;35;170.61;Ayşe
F37749;11.10.2024;Sahlep;16;140.61;Zeynep
F59507;17.10.2024;Sahlep;27;57.99;Ayşe
F17200;07.10.2024;Sahlep;3;87.1;Zeynep
F61667;26.10.2024;Sahlep;20;77.9;Mehmet
F41546;24.10.2024;Sahlep;40;102.01;Zeynep
F18189;21.10.2024;Sahlep;11;59.06;Mehmet
F65050;17.10.2024;Sahlep;28;165.92;Ayşe
F96410;01.10.2024;Limonata 1L;17;153.9;Ayşe
F56195;03.10.2024;Limonata 1L;21;65.09;Mehmet
F74297;16.10.2024;Limonata 1L;14;164.0;Ayşe
F48394;15.10.2024;Limonata 1L;37;104.65;Zeynep
F77024;02.10.2024;Limonata 1L;18;79.13;Mehmet
F19127;13.10.2024;Limonata 1L;29;170.36;Mehmet
F95611;25.10.2024;Limonata 1L;14;68.32;Ayşe
F19629;12.10.2024;Limonata 1L;14;55.66;Mehmet
F53107;02.10.2024;Limonata 1L;21;76.09;Zeynep
F76608;02.10.2024;Limonata 1L;15;85.54;Mehmet
F37951;13.10.2024;Limonata 1L;1;90.02;Zeynep
F69142;02.10.2024;Limonata 1L;21;115.67;Ayşe
F85668;03.10.2024;Limonata 1L;19;89.64;Mehmet
F76978;19.10.2024;Limonata 1L;15;94.75;Ayşe
F30381;02.10.2024;Ihlamur;1;153.38;Ayşe
F65933;17.10.2024;Ihlamur;1;141.02;Ayşe
F97475;21.10.2024;Ihlamur;1;176.66;Zeynep
F82874;13.10.2024;Ihlamur;1;130.25;Mehmet
F78736;01.10.2024;Ihlamur;1;117.67;Ayşe
F90189;09.10.2024;Ihlamur;1;187.54;Mehmet
F73755;19.10.2024;Ihlamur;1;46.96;Ayşe
F80848;12.10.2024;Ihlamur;1;80.99;Mehmet
F39483;01.10.2024;Ihlamur;1;182.44;Zeynep
F41949;28.10.2024;Ihlamur;1;189.0;Ayşe
F47007;06.10.2024;Ihlamur;1;137.24;Mehmet
F56206;14.10.2024;Ihlamur;1;50.22;Zeynep
F36205;20.10.2024;Ihlamur;1;54.61;Zeynep
F22135;06.10.2024;Ihlamur;1;173.63;Mehmet
F40608;25.10.2024;Ihlamur;1;170.65;Zeynep
F10327;15.10.2024;Ihlamur;1;60.12;Zeynep
F48244;03.10.2024;Ihlamur;1;177.49;Mehmet
F58155;19.10.2024;Ihlamur;1;188.58;Mehmet
F53050;26.10.2024;Ihlamur;1;160.89;Mehmet
F75183;04.10.2024;Ihlamur;1;48.44;Mehmet
F41192;23.10.2024;Ihlamur;1;183.63;Ayşe
F99743;11.10.2024;Ihlamur;1;118.02;Ayşe
F68787;26.10.2024;Ihlamur;1;92.66;Zeynep
F96221;12.10.2024;Ihlamur;1;113.03;Mehmet
F44029;27.10.2024;Cheesecake Dilim;13;56.83;Mehmet
F41361;08.10.2024;Cheesecake Dilim;11;74.03;Zeynep
F35408;05.10.2024;Cheesecake Dilim;9;177.77;Ayşe
F30691;18.10.2024;Cheesecake Dilim;9;74.24;Mehmet
F84662;25.10.2024;Cheesecake Dilim;9;94.21;Mehmet
F49400;26.10.2024;Cheesecake Dilim;12;125.05;Ayşe
F43045;01.10.2024;Cheesecake Dilim;21;184.19;Mehmet
F96480;28.10.2024;Cheesecake Dilim;17;108.64;Mehmet
F44462;06.10.2024;Cheesecake Dilim;25;116.8;Ayşe
F44617;26.10.2024;Cheesecake Dilim;7;148.92;Mehmet
F45721;06.10.2024;Cheesecake Dilim;18;169.93;Zeynep
F89048;06.10.2024;Cheesecake Dilim;13;147.75;Zeynep
F60464;04.10.2024;Cheesecake Dilim;20;61.27;Ayşe
F98677;17.10.2024;Cheesecake Dilim;15;105.75;Ayşe
F51304;04.10.2024;Cheesecake Dilim;20;178.02;Zeynep
F87467;01.10.2024;Cheesecake Dilim;30;188.23;Mehmet
F13257;10.10.2024;Cheesecake Dilim;24;158.0;Zeynep
F83077;14.10.2024;Cheesecake Dilim;36;143.31;Ayşe
F79468;14.10.2024;Cheesecake Dilim;14;181.18;Mehmet
F63428;26.10.2024;Cheesecake Dilim;32;79.59;Mehmet
F12722;08.10.2024;San Sebastian;37;189.26;Zeynep
F26387;09.10.2024;San Sebastian;42;53.84;Mehmet
F49147;28.10.2024;San Sebastian;29;174.58;Ayşe
F11841;03.10.2024;San Sebastian;50;105.97;Ayşe
F63999;01.10.2024;San Sebastian;47;100.8;Ayşe
F16877;09.10.2024;San Sebastian;26;86.91;Ayşe
F44879;05.10.2024;San Sebastian;27;57.89;Ayşe
F63983;08.10.2024;San Sebastian;20;120.66;Ayşe
F19235;06.10.2024;San Sebastian;15;111.65;Zeynep
F69763;04.10.2024;San Sebastian;44;167.54;Zeynep
F76469;15.10.2024;San Sebastian;19;187.05;Mehmet
F93136;14.10.2024;San Sebastian;21;167.7;Ayşe
F62959;16.10.2024;San Sebastian;12;59.56;Mehmet
F99940;06.10.2024;San Sebastian;16;86.59;Ayşe
F76133;22.10.2024;San Sebastian;33;166.58;Mehmet
F97192;11.10.2024;San Sebastian;17;118.86;Ayşe
F55887;10.10.2024;San Sebastian;1;134.78;Zeynep
F49320;21.10.2024;San Sebastian;34;84.49;Mehmet
F84304;07.10.2024;San Sebastian;25;74.46;Ayşe
F58796;05.10.2024;San Sebastian;26;90.47;Zeynep
F53840;25.10.2024;Brownie;6;118.01;Ayşe
F19831;06.10.2024;Brownie;7;93.52;Zeynep
F86711;11.10.2024;Brownie;6;125.0;Ayşe
F80705;15.10.2024;Brownie;6;56.43;Ayşe
F28362;10.10.2024;Brownie;11;122.03;Ayşe
F13882;06.10.2024;Brownie;4;101.0;Ayşe
F92280;21.10.2024;Brownie;6;167.87;Mehmet
F73246;27.10.2024;Brownie;5;94.38;Ayşe
F81297;14.10.2024;Brownie;8;52.75;Ayşe
F23189;12.10.2024;Brownie;9;52.84;Ayşe
F34462;25.10.2024;Brownie;7;130.97;Mehmet
F89525;11.10.2024;Brownie;10;151.59;Mehmet
F52851;24.10.2024;Brownie;8;66.74;Ayşe
F82094;03.10.2024;Brownie;11;119.84;Mehmet
F88225;12.10.2024;Brownie;11;101.34;Zeynep
F12189;09.11.2024;Türk Kahvesi 100g;39;84.37;Mehmet
F22862;13.11.2024;Türk Kahvesi 100g;22;65.32;Mehmet
F17635;19.11.2024;Türk Kahvesi 100g;27;127.5;Zeynep
F27899;21.11.2024;Türk Kahvesi 100g;33;177.79;Ayşe
F77848;09.11.2024;Türk Kahvesi 100g;13;47.35;Zeynep
F19360;11.11.2024;Türk Kahvesi 100g;18;108.02;Ayşe
F47593;12.11.2024;Türk Kahvesi 100g;36;51.45;Ayşe
F32837;07.11.2024;Türk Kahvesi 100g;42;76.98;Zeynep
F16446;26.11.2024;Türk Kahvesi 100g;31;99.48;Ayşe
F42700;06.11.2024;Türk Kahvesi 100g;55;58.53;Zeynep
F70558;07.11.2024;Türk Kahvesi 100g;27;180.45;Mehmet
F85464;01.11.2024;Türk Kahvesi 100g;31;148.64;Mehmet
F82294;17.11.2024;Türk Kahvesi 100g;29;125.9;Mehmet
F77662;03.11.2024;Türk Kahvesi 100g;28;80.1;Ayşe
F14822;12.11.2024;Türk Kahvesi 100g;24;120.18;Ayşe
F68858;01.11.2024;Türk Kahvesi 100g;25;63.54;Zeynep
F76495;09.11.2024;Türk Kahvesi 100g;36;114.07;Zeynep
F99306;28.11.2024;Filtre Kahve 250g;13;131.67;Zeynep
F17336;20.11.2024;Filtre Kahve 250g;5;89.88;Mehmet
F12694;02.11.2024;Filtre Kahve 250g;14;110.78;Mehmet
F94381;20.11.2024;Filtre Kahve 250g;17;180.51;Zeynep
F99212;24.11.2024;Filtre Kahve 250g;9;138.63;Mehmet
F71303;27.11.2024;Filtre Kahve 250g;17;171.11;Ayşe
F19487;19.11.2024;Filtre Kahve 250g;5;163.12;Zeynep
F22772;04.11.2024;Filtre Kahve 250g;17;79.96;Mehmet
F37187;19.11.2024;Filtre Kahve 250g;12;120.84;Ayşe
F61453;04.11.2024;Filtre Kahve 250g;6;162.67;Ayşe
F29318;23.11.2024;Filtre Kahve 250g;16;72.46;Ayşe
F54826;02.11.2024;Filtre Kahve 250g;5;145.96;Zeynep
F27253;17.11.2024;Filtre Kahve 250g;4;103.68;Zeynep
F95906;05.11.2024;Filtre Kahve 250g;7;155.14;Mehmet
F70623;27.11.2024;Filtre Kahve 250g;17;141.45;Ayşe
F98871;21.11.2024;Filtre Kahve 250g;15;79.42;Mehmet
F74448;23.11.2024;Filtre Kahve 250g;11;161.64;Ayşe
F62387;13.11.2024;Filtre Kahve 250g;16;67.57;Zeynep
F17365;16.11.2024;Filtre Kahve 250g;7;67.9;Mehmet
F76911;18.11.2024;Filtre Kahve 250g;16;110.13;Ayşe
